tag,name,keywords,checked,selected,url
16,"R. A. Moan, V. M. Baez, A. T. Becker and J. M. O’Kane, ""Aggregation and localization of simple robots in curved environments,"" 2020 IEEE International Conference on Robotics and Automation (ICRA), Paris, France, 2020, pp. 165-171.","keywords: {Robot sensing systems;Collision avoidance;Computational modeling;Biological system modeling;Propulsion},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9197198&isnumber=9196508
17,"T. Nishio et al., ""Stable Control in Climbing and Descending Flight under Upper Walls using Ceiling Effect Model based on Aerodynamics,"" 2020 IEEE International Conference on Robotics and Automation (ICRA), Paris, France, 2020, pp. 172-178.","keywords: {Rotors;Data models;Adaptation models;Aerodynamics;Steady-state;Atmospheric modeling;Sensors},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9197137&isnumber=9196508
18,"M. Dharmadhikari et al., ""Motion Primitives-based Path Planning for Fast and Agile Exploration using Aerial Robots,"" 2020 IEEE International Conference on Robotics and Automation (ICRA), Paris, France, 2020, pp. 179-185.","keywords: {Vehicle dynamics;Collision avoidance;Path planning;Unmanned aerial vehicles;Educational robots;Dynamics},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9196964&isnumber=9196508
19,"V. Sindhwani, H. Sidahmed, K. Choromanski and B. Jones, ""Unsupervised Anomaly Detection for Self-flying Delivery Drones,"" 2020 IEEE International Conference on Robotics and Automation (ICRA), Paris, France, 2020, pp. 186-192.","keywords: {Aerodynamics;Smoothing methods;Robustness;Training;Anomaly detection;Optimization;Aircraft},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9197074&isnumber=9196508
20,"Y. Li, C. Fu, Z. Huang, Y. Zhang and J. Pan, ""Keyfilter-Aware Real-Time UAV Object Tracking,"" 2020 IEEE International Conference on Robotics and Automation (ICRA), Paris, France, 2020, pp. 193-199.","keywords: {Unmanned aerial vehicles;Correlation;Visualization;Object tracking;Frequency-domain analysis;Real-time systems},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9196943&isnumber=9196508
21,"F. Shi, M. Zhao, M. Murooka, K. Okada and M. Inaba, ""Aerial Regrasping: Pivoting with Transformable Multilink Aerial Robot,"" 2020 IEEE International Conference on Robotics and Automation (ICRA), Paris, France, 2020, pp. 200-207.","keywords: {Task analysis;Force;Grasping;Unmanned aerial vehicles;Rotors;End effectors},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9196576&isnumber=9196508
22,"M. Berg, D. Bayazit, R. Mathew, A. Rotter-Aboyoun, E. Pavlick and S. Tellex, ""Grounding Language to Landmarks in Arbitrary Outdoor Environments,"" 2020 IEEE International Conference on Robotics and Automation (ICRA), Paris, France, 2020, pp. 208-215.","keywords: {Natural languages;Semantics;Robots;Grounding;Training;Planning;Databases},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9197068&isnumber=9196508
23,"I. Nishitani, H. Yang, R. Guo, S. Keshavamurthy and K. Oguchi, ""Deep Merging: Vehicle Merging Controller Based on Deep Reinforcement Learning with Embedding Network,"" 2020 IEEE International Conference on Robotics and Automation (ICRA), Paris, France, 2020, pp. 216-221.","keywords: {Merging;Machine learning;Feature extraction;Acceleration;Road transportation;Vehicle dynamics;Network architecture},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9197559&isnumber=9196508
24,"S. Chadwick and P. Newman, ""Radar as a Teacher: Weakly Supervised Vehicle Detection using Radar Labels,"" 2020 IEEE International Conference on Robotics and Automation (ICRA), Paris, France, 2020, pp. 222-228.","keywords: {Training;Noise measurement;Training data;Radar imaging;Labeling;Lenses},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9196855&isnumber=9196508
25,"K. Brandes, A. Wang and R. Shah, ""Robust Lane Detection with Binary Integer Optimization,"" 2020 IEEE International Conference on Robotics and Automation (ICRA), Paris, France, 2020, pp. 229-235.","keywords: {Automobiles;Optimization;Robustness;Meters;Roads;Real-time systems;Pipelines},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9197098&isnumber=9196508
26,"Z. Liu et al., ""A Synchronization Approach for Achieving Cooperative Adaptive Cruise Control Based Non-Stop Intersection Passing,"" 2020 IEEE International Conference on Robotics and Automation (ICRA), Paris, France, 2020, pp. 236-242.","keywords: {Synchronization;Stability analysis;Cruise control;Robustness;Autonomous vehicles;Motion control;Acceleration},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9196991&isnumber=9196508
27,"J. Hawke et al., ""Urban Driving with Conditional Imitation Learning,"" 2020 IEEE International Conference on Robotics and Automation (ICRA), Paris, France, 2020, pp. 251-257.","keywords: {Cameras;Sensor fusion;Autonomous vehicles;Roads;Computational modeling;Aerospace electronics;Training},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9197408&isnumber=9196508
28,"R. Asghar, M. Garzón, J. Lussereau and C. Laugier, ""Vehicle Localization Based on Visual Lane Marking and Topological Map Matching,"" 2020 IEEE International Conference on Robotics and Automation (ICRA), Paris, France, 2020, pp. 258-264.","keywords: {Roads;Iterative closest point algorithm;Global Positioning System;Dead reckoning;Sensors;Visualization;Cameras;Map Relative Localization;Topological Map Matching;Lane Level Matching;Autonomous Vehicles},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9197543&isnumber=9196508
29,"C. Sánchez-Belenguer, E. Wolfart and V. Sequeira, ""RISE: A Novel Indoor Visual Place Recogniser,"" 2020 IEEE International Conference on Robotics and Automation (ICRA), Paris, France, 2020, pp. 265-271.","keywords: {Training;Deep learning;Visualization;Three-dimensional displays;Databases;Neural networks;Lasers},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9196871&isnumber=9196508
30,"J. Quenzel, R. A. Rosu, T. Läbe, C. Stachniss and S. Behnke, ""Beyond Photometric Consistency: Gradient-based Dissimilarity for Improving Visual Odometry and Stereo Matching,"" 2020 IEEE International Conference on Robotics and Automation (ICRA), Paris, France, 2020, pp. 272-278.","keywords: {Measurement;Robustness;Cameras;Estimation;Visual odometry;Simultaneous localization and mapping;Robot vision systems},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9197483&isnumber=9196508
31,"P. Sodhi, S. Choudhury, J. G. Mangelson and M. Kaess, ""ICS: Incremental Constrained Smoothing for State Estimation,"" 2020 IEEE International Conference on Robotics and Automation (ICRA), Paris, France, 2020, pp. 279-285.","keywords: {Optimization;Smoothing methods;Time measurement;Integrated circuits;Simultaneous localization and mapping},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9196649&isnumber=9196508
32,"V. Delafontaine, F. Schiano, G. Cocco, A. Rusu and D. Floreano, ""Drone-aided Localization in LoRa IoT Networks,"" 2020 IEEE International Conference on Robotics and Automation (ICRA), Paris, France, 2020, pp. 286-292.","keywords: {Logic gates;Drones;Estimation;Receivers;Servers;Internet of Things;Global navigation satellite system},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9196869&isnumber=9196508
33,"J. Wietrzykowski and P. Skrzypczyński, ""A fast and practical method of indoor localization for resource-constrained devices with limited sensing,"" 2020 IEEE International Conference on Robotics and Automation (ICRA), Paris, France, 2020, pp. 293-299.","keywords: {Wireless fidelity;Position measurement;Computational modeling;Dead reckoning;Robot sensing systems;Buildings},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9197215&isnumber=9196508
34,"L. Nardi and C. Stachniss, ""Long-Term Robot Navigation in Indoor Environments Estimating Patterns in Traversability Changes,"" 2020 IEEE International Conference on Robotics and Automation (ICRA), Paris, France, 2020, pp. 300-306.","keywords: {Robots;Navigation;Predictive models;Correlation;Probabilistic logic;Planning;Indoor environments},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9197078&isnumber=9196508
35,"C. -Y. Kuo, Y. Cui and T. Matsubara, ""Sample-and-computation-efficient Probabilistic Model Predictive Control with Random Features,"" 2020 IEEE International Conference on Robotics and Automation (ICRA), Paris, France, 2020, pp. 307-313.","keywords: {Training;Predictive models;Kernel;Probabilistic logic;Computational modeling;Computational efficiency;Uncertainty},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9197449&isnumber=9196508
36,"J. A. Delgado-Guerrero, A. Colomé and C. Torras, ""Sample-Efficient Robot Motion Learning using Gaussian Process Latent Variable Models,"" 2020 IEEE International Conference on Robotics and Automation (ICRA), Paris, France, 2020, pp. 314-320.","keywords: {Gaussian processes;Optimization;Trajectory;Task analysis;Robots;Mutual information;Kernel},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9196658&isnumber=9196508
37,"N. Raj, A. Simha, M. Kothari, Abhishek and R. N. Banavar, ""Iterative Learning based feedforward control for Transition of a Biplane-Quadrotor Tailsitter UAS,"" 2020 IEEE International Conference on Robotics and Automation (ICRA), Paris, France, 2020, pp. 321-327.","keywords: {Aerodynamics;Propellers;Wind tunnels;Atmospheric modeling;Feedforward systems;Data models;Trajectory;VTOL UAS;transition maneuver;iterative learning},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9196671&isnumber=9196508
38,"J. -R. Betterton, D. Ratner, S. Webb and M. Kochenderfer, ""Reinforcement Learning for Adaptive Illumination with X-rays,"" 2020 IEEE International Conference on Robotics and Automation (ICRA), Paris, France, 2020, pp. 328-334.","keywords: {Apertures;Trajectory;Learning (artificial intelligence);Time measurement;Imaging;Image reconstruction;X-rays},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9196614&isnumber=9196508
39,"K. M. Brian Lee, W. Martens, J. Khatkar, R. Fitch and R. Mettu, ""Efficient Updates for Data Association with Mixtures of Gaussian Processes,"" 2020 IEEE International Conference on Robotics and Automation (ICRA), Paris, France, 2020, pp. 335-341.","keywords: {Covariance matrices;Robots;Gaussian processes;Mixture models;Sparse representation;Inference algorithms;Probabilistic logic},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9196734&isnumber=9196508
40,"H. Peng, X. Yang, Y. -H. Su and B. Hannaford, ""Real-time Data Driven Precision Estimator for RAVEN-II Surgical Robot End Effector Position,"" 2020 IEEE International Conference on Robotics and Automation (ICRA), Paris, France, 2020, pp. 350-356.","keywords: {End effectors;Cameras;Medical robotics;Robot sensing systems;Image edge detection;Surgery},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9196915&isnumber=9196508
41,"Y. Qin et al., ""Temporal Segmentation of Surgical Sub-tasks through Deep Learning with Multiple Data Sources,"" 2020 IEEE International Conference on Robotics and Automation (ICRA), Paris, France, 2020, pp. 371-377.","keywords: {State estimation;Data models;Task analysis;Feature extraction;Hidden Markov models;Robots;Kinematics},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9196560&isnumber=9196508
42,"D. P. Losey, K. Srinivasan, A. Mandlekar, A. Garg and D. Sadigh, ""Controlling Assistive Robots with Learned Latent Actions,"" 2020 IEEE International Conference on Robotics and Automation (ICRA), Paris, France, 2020, pp. 378-384.","keywords: {Robot kinematics;Task analysis;Manipulators;Aerospace electronics;Robot sensing systems;Glass;Physically assistive devices;cognitive humanrobot interaction;human-centered robotics},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9197197&isnumber=9196508
43,"V. D. Amara, J. Malzahn, Z. Ren, W. Roozing and N. Tsagarakis, ""On the efficient control of series-parallel compliant articulated robots,"" 2020 IEEE International Conference on Robotics and Automation (ICRA), Paris, France, 2020, pp. 385-391.","keywords: {Torque;Actuators;Joints;Tendons;Legged locomotion;Topology},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9196786&isnumber=9196508
44,"D. Wisth, M. Camurri and M. Fallon, ""Preintegrated Velocity Bias Estimation to Overcome Contact Nonlinearities in Legged Robot Odometry,"" 2020 IEEE International Conference on Robotics and Automation (ICRA), Paris, France, 2020, pp. 392-398.","keywords: {Legged locomotion;Robot sensing systems;Velocity measurement;Estimation;Kinematics;Foot},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9197214&isnumber=9196508
45,"L. Chen, S. Ye, C. Sun, A. Zhang, G. Deng and T. Liao, ""Optimized Foothold Planning and Posture Searching for Energy-Efficient Quadruped Locomotion over Challenging Terrains,"" 2020 IEEE International Conference on Robotics and Automation (ICRA), Paris, France, 2020, pp. 399-405.","keywords: {Legged locomotion;Torque;Thigh;Hip;Knee;Energy efficiency},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9197135&isnumber=9196508
46,"G. Bledt and S. Kim, ""Extracting Legged Locomotion Heuristics with Regularized Predictive Control,"" 2020 IEEE International Conference on Robotics and Automation (ICRA), Paris, France, 2020, pp. 406-412.","keywords: {Cost function;Legged locomotion;Data models;Tuning;Predictive control},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9197488&isnumber=9196508
47,"T. Li, N. Lambert, R. Calandra, F. Meier and A. Rai, ""Learning Generalizable Locomotion Skills with Hierarchical Reinforcement Learning,"" 2020 IEEE International Conference on Robotics and Automation (ICRA), Paris, France, 2020, pp. 413-419.","keywords: {Hardware;Legged locomotion;Training;Task analysis;Planning;Heuristic algorithms},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9196642&isnumber=9196508
48,"Z. Liu, Z. Lu and K. Karydis, ""SoRX: A Soft Pneumatic Hexapedal Robot to Traverse Rough, Steep, and Unstable Terrain,"" 2020 IEEE International Conference on Robotics and Automation (ICRA), Paris, France, 2020, pp. 420-426.","keywords: {Legged locomotion;Pneumatic systems;Soft robotics;Pneumatic actuators;Trajectory},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9196731&isnumber=9196508
49,"M. Won, ""UBAT: On Jointly Optimizing UAV Trajectories and Placement of Battery Swap Stations,"" 2020 IEEE International Conference on Robotics and Automation (ICRA), Paris, France, 2020, pp. 427-433.","keywords: {Charging stations;Batteries;Trajectory;Optimization;Sensors;Unmanned aerial vehicles;Euclidean distance},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9197227&isnumber=9196508
50,"J. Park, J. Kim, I. Jang and H. J. Kim, ""Efficient Multi-Agent Trajectory Planning with Feasibility Guarantee using Relative Bernstein Polynomial,"" 2020 IEEE International Conference on Robotics and Automation (ICRA), Paris, France, 2020, pp. 434-440.","keywords: {Trajectory;Planning;Heuristic algorithms;Collision avoidance;Optimization;System recovery;Three-dimensional displays},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9197162&isnumber=9196508
51,"K. Brown, O. Peltzer, M. A. Sehr, M. Schwager and M. J. Kochenderfer, ""Optimal Sequential Task Assignment and Path Finding for Multi-Agent Robotic Assembly Planning,"" 2020 IEEE International Conference on Robotics and Automation (ICRA), Paris, France, 2020, pp. 441-447.","keywords: {Robots;Task analysis;Schedules;Manufacturing;Collision avoidance;Routing;Production facilities},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9197527&isnumber=9196508
52,"R. Han, S. Chen and Q. Hao, ""Cooperative Multi-Robot Navigation in Dynamic Environment with Deep Reinforcement Learning,"" 2020 IEEE International Conference on Robotics and Automation (ICRA), Paris, France, 2020, pp. 448-454.","keywords: {Collision avoidance;Navigation;Robot sensing systems;Robot kinematics;Training;Adaptation models},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9197209&isnumber=9196508
53,"M. R. Nimmagadda, S. Dattawadkar, S. Muthukumar and V. Honkote, ""Adaptive Directional Path Planner for Real-Time, Energy-Efficient, Robust Navigation of Mobile Robots,"" 2020 IEEE International Conference on Robotics and Automation (ICRA), Paris, France, 2020, pp. 455-461.","keywords: {Mobile robots;Trajectory;Real-time systems;Navigation;Kinematics},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9197417&isnumber=9196508
54,"D. Cardona-Ortiz, A. Paz and G. Arechavaleta, ""Exploiting sparsity in robot trajectory optimization with direct collocation and geometric algorithms,"" 2020 IEEE International Conference on Robotics and Automation (ICRA), Paris, France, 2020, pp. 469-475.","keywords: {Robots;Heuristic algorithms;Jacobian matrices;Optimal control;System dynamics;Optimization},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9196668&isnumber=9196508
55,"A. K. Singh, R. Ram Theerthala, M. Babu, U. K. R. Nair and K. Madhava Krishna, ""Bi-Convex Approximation of Non-Holonomic Trajectory Optimization,"" 2020 IEEE International Conference on Robotics and Automation (ICRA), Paris, France, 2020, pp. 476-482.","keywords: {Trajectory optimization;Minimization;Computational modeling;Collision avoidance;Robots;Mathematical model},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9197092&isnumber=9196508
56,"W. Gao, C. Young, J. Nicholson, C. Hubicki and J. Clark, ""Fast, Versatile, and Open-loop Stable Running Behaviors with Proprioceptive-only Sensing using Model-based Optimization,"" 2020 IEEE International Conference on Robotics and Automation (ICRA), Paris, France, 2020, pp. 483-489.","keywords: {Legged locomotion;Force;Optimization;Springs;Modulation;Hip},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9196542&isnumber=9196508
57,"A. Hakobyan and I. Yang, ""Wasserstein Distributionally Robust Motion Planning and Control with Safety Constraints Using Conditional Value-at-Risk,"" 2020 IEEE International Conference on Robotics and Automation (ICRA), Paris, France, 2020, pp. 490-496.","keywords: {Robustness;Safety;Planning;Robots;Trajectory;Probability distribution;Collision avoidance},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9196857&isnumber=9196508
58,"Z. Pan, X. Gao and D. Manocha, ""Grasping Fragile Objects Using A Stress-Minimization Metric,"" 2020 IEEE International Conference on Robotics and Automation (ICRA), Paris, France, 2020, pp. 517-523.","keywords: {Measurement;Planning;Force;Tensile stress;Grasping;Resilience},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9196938&isnumber=9196508
59,"M. Costanzo, G. De Maria, G. Lettera and C. Natale, ""Grasp Control for Enhancing Dexterity of Parallel Grippers,"" 2020 IEEE International Conference on Robotics and Automation (ICRA), Paris, France, 2020, pp. 524-530.","keywords: {Force;Grippers;Friction;Dynamics;Mathematical model;Computational modeling;Grasping},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9196873&isnumber=9196508
60,"T. Narita, S. Nagakari, W. Conus, T. Tsuboi and K. Nagasaka, ""Theoretical Derivation and Realization of Adaptive Grasping Based on Rotational Incipient Slip Detection,"" 2020 IEEE International Conference on Robotics and Automation (ICRA), Paris, France, 2020, pp. 531-537.","keywords: {Conferences;Automation},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9196615&isnumber=9196508
61,"S. Cui, R. Wang, J. Wei, F. Li and S. Wang, ""Grasp State Assessment of Deformable Objects Using Visual-Tactile Fusion Perception,"" 2020 IEEE International Conference on Robotics and Automation (ICRA), Paris, France, 2020, pp. 538-544.","keywords: {Visualization;Grasping;Feature extraction;Task analysis;Tactile sensors},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9196787&isnumber=9196508
62,"J. Lundell, F. Verdoja and V. Kyrki, ""Beyond Top-Grasps Through Scene Completion,"" 2020 IEEE International Conference on Robotics and Automation (ICRA), Paris, France, 2020, pp. 545-551.","keywords: {Shape;Cameras;Grasping;Planning;Robot vision systems;Pipelines},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9197320&isnumber=9196508
63,"H. Zhang, J. Ichnowski, Y. Avigal, J. Gonzales, I. Stoica and K. Goldberg, ""Dex-Net AR: Distributed Deep Grasp Planning Using a Commodity Cellphone and Augmented Reality App,"" 2020 IEEE International Conference on Robotics and Automation (ICRA), Paris, France, 2020, pp. 552-558.","keywords: {Three-dimensional displays;Cameras;Planning;Sensors;Smart phones;Feature extraction;Robots},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9197247&isnumber=9196508
64,"C. Won, H. Seok, Z. Cui, M. Pollefeys and J. Lim, ""OmniSLAM: Omnidirectional Localization and Dense Mapping for Wide-baseline Multi-camera Systems,"" 2020 IEEE International Conference on Robotics and Automation (ICRA), Paris, France, 2020, pp. 559-566.","keywords: {Cameras;Three-dimensional displays;Estimation;Feature extraction;Visual odometry;Sensors;Trajectory},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9196695&isnumber=9196508
