tag,name,keywords,checked,selected,url
11,"J. Li et al., ""Design of a deployable underwater robot for the recovery of autonomous underwater vehicles based on origami technique,"" 2021 IEEE International Conference on Robotics and Automation (ICRA), Xi'an, China, 2021, pp. 7013-7019.","keywords: {Autonomous underwater vehicles;Visualization;Torque;Drag;Force;Prototypes;Transforms},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9561345&isnumber=9560666
12,"S. R. Kulkarni, B. Noronha, D. Campolo and D. Accoto, ""Modelling and optimisation of a mechanism-based metamaterial for a wrist flexion-extension assistive device,"" 2021 IEEE International Conference on Robotics and Automation (ICRA), Xi'an, China, 2021, pp. 7020-7026.","keywords: {Wrist;Automation;Conferences;Tools;Metamaterials;Skin;Design tools;Wearable robotics;Metamaterials;Exoskeletons;Wrist;Assistance;Rehabilitation},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9562099&isnumber=9560666
13,"G. Fu, J. Zhu, Z. Wang, J. Mai and Q. Wang, ""Mechatronic Design of A Low-Noise Active Knee Prosthesis with High Backdrivability,"" 2021 IEEE International Conference on Robotics and Automation (ICRA), Xi'an, China, 2021, pp. 7027-7032.","keywords: {Knee;Damping;Mechatronics;Trajectory tracking;Synchronous motors;Control systems;Belts},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9562052&isnumber=9560666
14,"C. -M. Hung, L. Sun, Y. Wu, I. Havoutis and I. Posner, ""Introspective Visuomotor Control: Exploiting Uncertainty in Deep Visuomotor Control for Failure Recovery,"" 2021 IEEE International Conference on Robotics and Automation (ICRA), Xi'an, China, 2021, pp. 6293-6299.","keywords: {Uncertainty;Monte Carlo methods;Conferences;Neural networks;Tactile sensors;End effectors;Trajectory},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9561749&isnumber=9560666
15,"Y. Park, S. H. Lee and I. H. Suh, ""Sim-to-Real Visual Grasping via State Representation Learning Based on Combining Pixel-Level and Feature-Level Domain Adaptation,"" 2021 IEEE International Conference on Robotics and Automation (ICRA), Xi'an, China, 2021, pp. 6300-6307.","keywords: {Adaptation models;Visualization;Automation;Conferences;Grasping;Reinforcement learning;Data models},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9561302&isnumber=9560666
16,"W. Liang, Q. Ren, X. Chen, J. Gao and Y. Wu, ""Dexterous Manoeuvre through Touch in a Cluttered Scene,"" 2021 IEEE International Conference on Robotics and Automation (ICRA), Xi'an, China, 2021, pp. 6308-6314.","keywords: {Decision making;Tactile sensors;Reinforcement learning;Feature extraction;End effectors;Robustness;Planning},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9562061&isnumber=9560666
17,"J. Ji, Z. Wang, Y. Wang, C. Xu and F. Gao, ""Mapless-Planner: A Robust and Fast Planning Framework for Aggressive Autonomous Flight without Map Fusion,"" 2021 IEEE International Conference on Robotics and Automation (ICRA), Xi'an, China, 2021, pp. 6315-6321.","keywords: {Automation;Navigation;Conferences;Robot sensing systems;Data structures;Skeleton;Trajectory},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9561460&isnumber=9560666
18,"X. Li, D. Guo, H. Liu and F. Sun, ""Robotic Indoor Scene Captioning from Streaming Video,"" 2021 IEEE International Conference on Robotics and Automation (ICRA), Xi'an, China, 2021, pp. 6109-6115.","keywords: {Visualization;Automation;Conferences;Robot vision systems;Natural languages;Streaming media;Cameras},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9560904&isnumber=9560666
19,"H. Sakuma and Y. Konishi, ""Geometry-Aware Unsupervised Domain Adaptation for Stereo Matching,"" 2021 IEEE International Conference on Robotics and Automation (ICRA), Xi'an, China, 2021, pp. 6116-6123.","keywords: {Automation;Stereo image processing;Conferences;Aggregates},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9561628&isnumber=9560666
20,"Y. Cao, B. Li, Q. Li, A. Stokes, D. Ingram and A. Kiprakis, ""Reasoning Operational Decisions for Robots via Time Series Causal Inference,"" 2021 IEEE International Conference on Robotics and Automation (ICRA), Xi'an, China, 2021, pp. 6124-6131.","keywords: {Conferences;Time series analysis;Decision making;Predictive models;Unmanned underwater vehicles;Cognition;Data models},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9561659&isnumber=9560666
21,"Y. Okada, D. Fujikura, Y. Ozawa, K. Tadakuma, K. Ohno and S. Tadokoro, ""HueCode: A Meta-marker Exposing Relative Pose and Additional Information in Different Colored Layers,"" 2021 IEEE International Conference on Robotics and Automation (ICRA), Xi'an, China, 2021, pp. 5928-5934.","keywords: {Image color analysis;Annotations;Brightness;Swarm robotics;Ink;Cameras;Sensors},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9561783&isnumber=9560666
22,"K. Huang, Y. Wang and L. Kneip, ""B-splines for Purely Vision-based Localization and Mapping on Non-holonomic Ground Vehicles,"" 2021 IEEE International Conference on Robotics and Automation (ICRA), Xi'an, China, 2021, pp. 5374-5380.","keywords: {Location awareness;Visualization;Conferences;Computational modeling;Kinematics;Robustness;Land vehicles},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9561131&isnumber=9560666
23,"K. Li, Z. Ouyang, L. Hu, D. Hao and L. Kneip, ""Robust SRIF-based LiDAR-IMU Localization for Autonomous Vehicles,"" 2021 IEEE International Conference on Robotics and Automation (ICRA), Xi'an, China, 2021, pp. 5381-5387.","keywords: {Location awareness;Laser radar;Systematics;Feature extraction;Robot sensing systems;Prediction algorithms;Robustness},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9561218&isnumber=9560666
24,"Y. He, X. Liu, X. Liu and J. Zhao, ""Structure Reconstruction Using Ray-Point-Ray Features: Representation and Camera Pose Estimation,"" 2021 IEEE International Conference on Robotics and Automation (ICRA), Xi'an, China, 2021, pp. 5388-5394.","keywords: {Visualization;Three-dimensional displays;Simultaneous localization and mapping;Automation;Conferences;Pose estimation;Robot vision systems},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9561283&isnumber=9560666
25,"C. -J. Chang, Y. -W. Chu, C. -H. Ting, H. -K. Liu, Z. -W. Hong and C. -Y. Lee, ""Reducing the Deployment-Time Inference Control Costs of Deep Reinforcement Learning Agents via an Asymmetric Architecture,"" 2021 IEEE International Conference on Robotics and Automation (ICRA), Xi'an, China, 2021, pp. 4762-4768.","keywords: {Deep learning;Costs;Conferences;Decision making;Training data;Computer architecture;Reinforcement learning},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9562026&isnumber=9560666
26,"Y. Yao, L. Xiao, Z. An, W. Zhang and D. Luo, ""Sample Efficient Reinforcement Learning via Model-Ensemble Exploration and Exploitation,"" 2021 IEEE International Conference on Robotics and Automation (ICRA), Xi'an, China, 2021, pp. 4202-4208.","keywords: {Training;Uncertainty;Conferences;Estimation;Reinforcement learning;Predictive models;Benchmark testing},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9561842&isnumber=9560666
27,"M. Okada and T. Taniguchi, ""Dreaming: Model-based Reinforcement Learning by Latent Imagination without Reconstruction,"" 2021 IEEE International Conference on Robotics and Automation (ICRA), Xi'an, China, 2021, pp. 4209-4215.","keywords: {Training;Service robots;Crops;Reinforcement learning;Robot learning;Decoding;Trajectory},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9560734&isnumber=9560666
28,"H. Abdulsamad, P. Nickl, P. Klink and J. Peters, ""A Variational Infinite Mixture for Probabilistic Inverse Dynamics Learning,"" 2021 IEEE International Conference on Robotics and Automation (ICRA), Xi'an, China, 2021, pp. 4216-4222.","keywords: {Adaptation models;Uncertainty;Trajectory tracking;Scalability;Process control;Probabilistic logic;Complexity theory;Hierarchical Local Regression;Inverse Dynamics Control;Fully Generative Models;Dirichlet Process Mixtures},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9560832&isnumber=9560666
29,"J. H. Park, S. Park and H. J. Kim, ""Model-based Domain Randomization of Dynamics System with Deep Bayesian Locally Linear Embedding,"" 2021 IEEE International Conference on Robotics and Automation (ICRA), Xi'an, China, 2021, pp. 4223-4229.","keywords: {Training;Adaptation models;Uncertainty;Stochastic processes;Optimal control;Reinforcement learning;Tools},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9561942&isnumber=9560666
30,"L. Qin, Z. Huang, C. Zhang, H. Guo, M. Ang and D. Rus, ""Deep Imitation Learning for Autonomous Navigation in Dynamic Pedestrian Environments,"" 2021 IEEE International Conference on Robotics and Automation (ICRA), Xi'an, China, 2021, pp. 4108-4115.","keywords: {Navigation;Wheelchairs;Robot sensing systems;Mathematical models;Trajectory;Data mining;Convolutional neural networks},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9561220&isnumber=9560666
31,"T. Blau, P. Morere and G. Francis, ""Learning from Demonstration without Demonstrations,"" 2021 IEEE International Conference on Robotics and Automation (ICRA), Xi'an, China, 2021, pp. 4116-4122.","keywords: {Planing;Reinforcement learning;Games;Probabilistic logic;Search problems;Planning;Complexity theory},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9561119&isnumber=9560666
32,"S. Yang et al., ""Reachability-based Push Recovery for Humanoid Robots with Variable-Height Inverted Pendulum,"" 2021 IEEE International Conference on Robotics and Automation (ICRA), Xi'an, China, 2021, pp. 3054-3060.","keywords: {Legged locomotion;Level set;Conferences;Humanoid robots;Optimal control;Kinematics;Robustness},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9561872&isnumber=9560666
33,"W. Du, Z. Wang, E. Moullet and F. Benamar, ""Meaningful Centroidal Frame Orientation of Multi-body Floating Locomotion Systems,"" 2021 IEEE International Conference on Robotics and Automation (ICRA), Xi'an, China, 2021, pp. 3061-3067.","keywords: {Fluctuations;Torque;Tracking;Torque control;Dynamics;Kinematics;Angular velocity},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9560918&isnumber=9560666
34,"T. Kiyokawa, T. Sakuma, J. Takamatsu and T. Ogasawara, ""Soft-Jig-Driven Assembly Operations,"" 2021 IEEE International Conference on Robotics and Automation (ICRA), Xi'an, China, 2021, pp. 3466-3472.","keywords: {Robotic assembly;Shape;Fixtures;Metals;Glass;Soft robotics;Usability},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9562008&isnumber=9560666
35,"S. Aldini, A. K. Singh, M. Carmichael, Y. -K. Wang, D. Liu and C. -T. Lin, ""Prediction-Error Negativity to Assess Singularity Avoidance Strategies in Physical Human-Robot Collaboration,"" 2021 IEEE International Conference on Robotics and Automation (ICRA), Xi'an, China, 2021, pp. 3241-3247.","keywords: {Damping;Symbiosis;Performance evaluation;Electric potential;Collaboration;Kinematics;Electroencephalography},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9561599&isnumber=9560666
36,"M. J. Yang, K. Park and J. Kim, ""A Large Area Robotic Skin with Sparsely Embedded Microphones for Human-Robot Tactile Communication,"" 2021 IEEE International Conference on Robotics and Automation (ICRA), Xi'an, China, 2021, pp. 3248-3254.","keywords: {Automation;Conferences;Tactile sensors;Skin;Fabrics;Classification algorithms;Convolutional neural networks},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9561898&isnumber=9560666
37,"Y. Zhu, D. Ren, D. Qian, M. Fan, X. Li and H. Xia, ""Star Topology based Interaction for Robust Trajectory Forecasting in Dynamic Scene,"" 2021 IEEE International Conference on Robotics and Automation (ICRA), Xi'an, China, 2021, pp. 3255-3261.","keywords: {Training;Feature extraction;Trajectory;Topology;Spatiotemporal phenomena;Planning;Vehicle dynamics},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9561067&isnumber=9560666
38,"A. Yuji Yasutomi, H. Mori and T. Ogata, ""A Peg-in-hole Task Strategy for Holes in Concrete,"" 2021 IEEE International Conference on Robotics and Automation (ICRA), Xi'an, China, 2021, pp. 2205-2211.","keywords: {Training;Torque;Service robots;Shape;Fasteners;Concrete;Task analysis},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9561370&isnumber=9560666
39,"J. Zhao and L. Zhang, ""TaskNet: A Neural Task Planner for Autonomous Excavator,"" 2021 IEEE International Conference on Robotics and Automation (ICRA), Xi'an, China, 2021, pp. 2220-2226.","keywords: {Learning systems;Three-dimensional displays;Conferences;Loading;Excavation;Software systems;Hardware},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9561629&isnumber=9560666
40,"N. Esnault, N. Patel and J. Tunnicliffe, ""Steering Induced Roll Quantification During Ship Turning Circle Manoeuvre,"" 2021 IEEE International Conference on Robotics and Automation (ICRA), Xi'an, China, 2021, pp. 2227-2232.","keywords: {Automation;Navigation;Conferences;Boats;Propulsion;Predictive models;Turning;steering induced roll;thrust asymmetry;turning circle test;rudder roll stabilisation (RRS);differential jet pump system (DJPS);single propeller-rudder system (SPRS)},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9560998&isnumber=9560666
41,"K. Takahashi, W. Ko, A. Ummadisingu and S. -i. Maeda, ""Uncertainty-aware Self-supervised Target-mass Grasping of Granular Foods,"" 2021 IEEE International Conference on Robotics and Automation (ICRA), Xi'an, China, 2021, pp. 2620-2626.","keywords: {Training;Industries;Uncertainty;Shape;Service robots;Training data;Grasping},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9561728&isnumber=9560666
42,"G. Yan, A. Schmitz, S. Funabashi, S. Somlor, T. P. Tomo and S. Sugano, ""SCT-CNN: A Spatio-Channel-Temporal Attention CNN for Grasp Stability Prediction,"" 2021 IEEE International Conference on Robotics and Automation (ICRA), Xi'an, China, 2021, pp. 2627-2634.","keywords: {Conferences;Neural networks;Grasping;Predictive models;Robot sensing systems;Stability analysis;Sensors},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9561397&isnumber=9560666
43,"H. Sison, P. Ratsamee, M. Higashida, T. Mashita, Y. Uranishi and H. Takemura, ""Spherical Magnetic Joint for Inverted Locomotion of Multi-Legged Robot,"" 2021 IEEE International Conference on Robotics and Automation (ICRA), Xi'an, China, 2021, pp. 1170-1176.","keywords: {Legged locomotion;Energy consumption;Shape;Conferences;Force;Kinematics;Steel},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9561838&isnumber=9560666
44,"A. Nurpeissova, T. Tursynbekov and A. Shintemirov, ""An Open-Source Mechanical Design of ALARIS Hand: A 6-DOF Anthropomorphic Robotic Hand,"" 2021 IEEE International Conference on Robotics and Automation (ICRA), Xi'an, China, 2021, pp. 1177-1183.","keywords: {Costs;Thumb;Prototypes;Grasping;Three-dimensional printing;Manufacturing;Task analysis},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9561977&isnumber=9560666
45,"Y. Toshimitsu et al., ""Biomimetic Operational Space Control for Musculoskeletal Humanoid Optimizing Across Muscle Activation and Joint Nullspace,"" 2021 IEEE International Conference on Robotics and Automation (ICRA), Xi'an, China, 2021, pp. 1184-1190.","keywords: {Adaptation models;Torque;Biological system modeling;Humanoid robots;Process control;Muscles;Aerospace electronics},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9561919&isnumber=9560666
46,"X. Du, D. Jin, Q. Wang, S. Yang, P. Wai Yan Chiu and L. Zhang, ""Parallel Actuation of Nanorod Swarm and Nanoparticle Swarm to Different Targets,"" 2021 IEEE International Conference on Robotics and Automation (ICRA), Xi'an, China, 2021, pp. 616-622.","keywords: {Automation;Conferences;Nickel;Magnetic fields;Task analysis;Perpendicular magnetic anisotropy;Substrates},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9561625&isnumber=9560666
47,"H. Ren, X. Wu and W. Shang, ""Robotic Micromanipulation for Active Pin Alignment in Electronic Soldering Industry,"" 2021 IEEE International Conference on Robotics and Automation (ICRA), Xi'an, China, 2021, pp. 623-628.","keywords: {Industries;Service robots;Microfabrication;Elastic recovery;Metals;Failure analysis;Pins},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9561698&isnumber=9560666
48,"J. T. Kim and S. Ha, ""Observation Space Matters: Benchmark and Optimization Algorithm,"" 2021 IEEE International Conference on Robotics and Automation (ICRA), Xi'an, China, 2021, pp. 1527-1534.","keywords: {Costs;Automation;Conferences;Reinforcement learning;Benchmark testing;Aerospace electronics;Robot sensing systems},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9561019&isnumber=9560666
49,"A. Gulati, S. Soni and S. Rao, ""Interleaving Fast and Slow Decision Making,"" 2021 IEEE International Conference on Robotics and Automation (ICRA), Xi'an, China, 2021, pp. 1535-1541.","keywords: {Monte Carlo methods;Automation;Conferences;Decision making;Games;Switches;History},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9561562&isnumber=9560666
50,"J. Lim, J. Park, S. Nah and J. Choi, ""Multi-output Infinite Horizon Gaussian Processes,"" 2021 IEEE International Conference on Robotics and Automation (ICRA), Xi'an, China, 2021, pp. 1542-1549.","keywords: {Correlation;Measurement uncertainty;Gaussian processes;Benchmark testing;Robot sensing systems;Bayes methods;Random processes},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9561031&isnumber=9560666
51,"L. Wang, B. Zhou, C. Liu and S. Shen, ""Estimation and Adaption of Indoor Ego Airflow Disturbance with Application to Quadrotor Trajectory Planning,"" 2021 IEEE International Conference on Robotics and Automation (ICRA), Xi'an, China, 2021, pp. 384-390.","keywords: {Adaptation models;Trajectory planning;Atmospheric modeling;Estimation;Unmanned aerial vehicles;Safety;Indoor environment},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9561679&isnumber=9560666
52,"F. Chen, Y. Lu, Y. Li and X. Xie, ""Real-time active detection of targets and path planning using UAVs,"" 2021 IEEE International Conference on Robotics and Automation (ICRA), Xi'an, China, 2021, pp. 391-397.","keywords: {Surface reconstruction;Three-dimensional displays;Semantics;Inspection;Real-time systems;Unmanned aerial vehicles;Path planning},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9561365&isnumber=9560666
53,"L. Quan, Z. Zhang, X. Zhong, C. Xu and F. Gao, ""EVA-Planner: Environmental Adaptive Quadrotor Planning,"" 2021 IEEE International Conference on Robotics and Automation (ICRA), Xi'an, China, 2021, pp. 398-404.","keywords: {Adaptation models;Trajectory planning;Heuristic algorithms;Predictive models;Prediction algorithms;Robustness;Planning},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9561759&isnumber=9560666
54,"J. Wu et al., ""Differential Information Aided 3-D Registration for Accurate Navigation and Scene Reconstruction,"" 2021 IEEE International Conference on Robotics and Automation (ICRA), Xi'an, China, 2021, pp. 9249-9254.","keywords: {Automation;Navigation;Conferences;Extraterrestrial measurements;Optimization},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9560754&isnumber=9560666
55,"H. Guo, Z. Huang, Q. Ho, M. Ang and D. Rus, ""Autonomous Navigation in Dynamic Environments with Multi-Modal Perception Uncertainties,"" 2021 IEEE International Conference on Robotics and Automation (ICRA), Xi'an, China, 2021, pp. 9255-9261.","keywords: {Uncertainty;Heuristic algorithms;Conferences;Gaussian processes;Robot sensing systems;Path planning;Inference algorithms;safe path planning;multi-modal perception uncertainties;autonomous mobility},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9561965&isnumber=9560666
56,"Y. Cui, H. Zhang, Y. Wang and R. Xiong, ""Learning World Transition Model for Socially Aware Robot Navigation,"" 2021 IEEE International Conference on Robotics and Automation (ICRA), Xi'an, China, 2021, pp. 9262-9268.","keywords: {Training;Navigation;Dynamics;Reinforcement learning;Predictive models;Laser modes;Data models},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9561973&isnumber=9560666
57,"S. H. Kiss, K. Katuwandeniya, A. Alempijevic and T. Vidal-Calleja, ""Probabilistic Dynamic Crowd Prediction for Social Navigation,"" 2021 IEEE International Conference on Robotics and Automation (ICRA), Xi'an, China, 2021, pp. 9269-9275.","keywords: {Measurement;Uncertainty;Minimally invasive surgery;Navigation;Predictive models;Probabilistic logic;Search problems},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9561053&isnumber=9560666
58,"M. Machida and M. Ichien, ""Consensus-Based Control Barrier Function for Swarm,"" 2021 IEEE International Conference on Robotics and Automation (ICRA), Xi'an, China, 2021, pp. 8623-8628.","keywords: {Base stations;Automation;Robot kinematics;Conferences;Safety;Monitoring},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9561971&isnumber=9560666
59,"H. Oh, H. Sasaki, B. Michael and T. Matsubara, ""Bayesian Disturbance Injection: Robust Imitation Learning of Flexible Policies,"" 2021 IEEE International Conference on Robotics and Automation (ICRA), Xi'an, China, 2021, pp. 8629-8635.","keywords: {Deep learning;Training data;Probabilistic logic;Manipulators;Robustness;Bayes methods;Safety},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9561573&isnumber=9560666
60,"S. Kameyama, K. Okumura, Y. Tamura and X. Défago, ""Active Modular Environment for Robot Navigation,"" 2021 IEEE International Conference on Robotics and Automation (ICRA), Xi'an, China, 2021, pp. 8636-8642.","keywords: {Protocols;Navigation;Heuristic algorithms;Conferences;Prototypes;Routing;Planning},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9561111&isnumber=9560666
61,"K. Shibata, T. Jimbo and T. Matsubara, ""Deep reinforcement learning of event-triggered communication and control for multi-agent cooperative transport,"" 2021 IEEE International Conference on Robotics and Automation (ICRA), Xi'an, China, 2021, pp. 8671-8677.","keywords: {Deep learning;Automation;Conferences;Reinforcement learning;Computer architecture;Numerical simulation;Timing},",0,0,URL: http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9561274&isnumber=9560666
